Date/Time,Tb_dead,Model_temp
30/11/18 15:10,31,28.5
30/11/18 15:15,30.5,28.5
30/11/18 15:20,31,28.5
30/11/18 15:25,31.5,28.5
30/11/18 15:30,31,28.5
30/11/18 15:35,30,28.5
30/11/18 15:40,28,28.5
30/11/18 15:45,25.5,28
30/11/18 15:50,25,25
30/11/18 15:55,25,24.5
30/11/18 16:00,25.5,25
30/11/18 16:05,25.5,25.5
30/11/18 16:10,25.5,26
30/11/18 16:15,25.5,26
30/11/18 16:20,25,26.5
30/11/18 16:25,25,27
30/11/18 16:30,26,28.5
30/11/18 16:35,26.5,27.5
30/11/18 16:40,27,26.5
30/11/18 16:45,27.5,26
30/11/18 16:50,27.5,25.5
30/11/18 16:55,27.5,24.5
30/11/18 17:00,28,25
30/11/18 17:05,28.5,26
30/11/18 17:10,29,27
30/11/18 17:15,29.5,28
30/11/18 17:20,30,28
30/11/18 17:25,30.5,28
30/11/18 17:30,30.5,28
30/11/18 17:35,31,28
30/11/18 17:40,31,28
30/11/18 17:45,31,27.5
30/11/18 17:50,31,27.5
30/11/18 17:55,31,27.5
30/11/18 18:00,31,27.5
30/11/18 18:05,31,27.5
30/11/18 18:10,31,27
30/11/18 18:15,30.5,27
30/11/18 18:20,30.5,27
30/11/18 18:25,30.5,26.5
30/11/18 18:30,30.5,26.5
30/11/18 18:35,30,26.5
30/11/18 18:40,30,26
30/11/18 18:45,30,26
30/11/18 18:50,30,26
30/11/18 18:55,29.5,26
30/11/18 19:00,29.5,26
30/11/18 19:05,29.5,26
30/11/18 19:10,29.5,25.5
30/11/18 19:15,29.5,25.5
30/11/18 19:20,29.5,25.5
30/11/18 19:25,29.5,25.5
30/11/18 19:30,29.5,25.5
30/11/18 19:35,29,25.5
30/11/18 19:40,29,25.5
30/11/18 19:45,29,25.5
30/11/18 19:50,29,25.5
30/11/18 19:55,29,25.5
30/11/18 20:00,29,25.5
30/11/18 20:05,29,25.5
30/11/18 20:10,29,25
30/11/18 20:15,29,25
30/11/18 20:20,29,25
30/11/18 20:25,29,25
30/11/18 20:30,29,25.5
30/11/18 20:35,29,25.5
30/11/18 20:40,29,25.5
30/11/18 20:45,29,25.5
30/11/18 20:50,29,25.5
30/11/18 20:55,29,25
30/11/18 21:00,29,25.5
30/11/18 21:05,29,25
30/11/18 21:10,29,25
30/11/18 21:15,29,25
30/11/18 21:20,29,25
30/11/18 21:25,29,25
30/11/18 21:30,29,25
30/11/18 21:35,29,25
30/11/18 21:40,29,25
30/11/18 21:45,28.5,25
30/11/18 21:50,28.5,25
30/11/18 21:55,28,25
30/11/18 22:00,28,25
30/11/18 22:05,28.5,25
30/11/18 22:10,28,25
30/11/18 22:15,28,25
30/11/18 22:20,28,25
30/11/18 22:25,28,25
30/11/18 22:30,28,25
30/11/18 22:35,28,25
30/11/18 22:40,27.5,24.5
30/11/18 22:45,28,24
30/11/18 22:50,27.5,24
30/11/18 22:55,27.5,24
30/11/18 23:00,27.5,24
30/11/18 23:05,27,24
30/11/18 23:10,27,24
30/11/18 23:15,26.5,23.5
30/11/18 23:20,26.5,23.5
30/11/18 23:25,26.5,23.5
30/11/18 23:30,26.5,23.5
30/11/18 23:35,26.5,23
30/11/18 23:40,26,23
30/11/18 23:45,26,23
30/11/18 23:50,25.5,23
30/11/18 23:55,25,22.5
1/12/18 00:00,25,22.5
1/12/18 00:05,25,22.5
1/12/18 00:10,24.5,22.5
1/12/18 00:15,24.5,22.5
1/12/18 00:20,24.5,22.5
1/12/18 00:25,24.5,22.5
1/12/18 00:30,24.5,22.5
1/12/18 00:35,24,22.5
1/12/18 00:40,24,22.5
1/12/18 00:45,24,22
1/12/18 00:50,24,22
1/12/18 00:55,24,22
1/12/18 01:00,24,22
1/12/18 01:05,24,22
1/12/18 01:10,23.5,22
1/12/18 01:15,23.5,22
1/12/18 01:20,23,21.5
1/12/18 01:25,23,21.5
1/12/18 01:30,23,21.5
1/12/18 01:35,23,21.5
1/12/18 01:40,22.5,21
1/12/18 01:45,22.5,21
1/12/18 01:50,22.5,21
1/12/18 01:55,22.5,21
1/12/18 02:00,22.5,20.5
1/12/18 02:05,22,20.5
1/12/18 02:10,22,20.5
1/12/18 02:15,22,20.5
1/12/18 02:20,22,20
1/12/18 02:25,22,20
1/12/18 02:30,22,20
1/12/18 02:35,21.5,20
1/12/18 02:40,21.5,20
1/12/18 02:45,21.5,20
1/12/18 02:50,21.5,20
1/12/18 02:55,21.5,20
1/12/18 03:00,21.5,20
1/12/18 03:05,21.5,20
1/12/18 03:10,21.5,20
1/12/18 03:15,21.5,20
1/12/18 03:20,21,19.5
1/12/18 03:25,21.5,19.5
1/12/18 03:30,21.5,20
1/12/18 03:35,21.5,20
1/12/18 03:40,21.5,20
1/12/18 03:45,21.5,20
1/12/18 03:50,21.5,20
1/12/18 03:55,21.5,20
1/12/18 04:00,21,20
1/12/18 04:05,21,20
1/12/18 04:10,21,20
1/12/18 04:15,21,20
1/12/18 04:20,21,20
1/12/18 04:25,20.5,20
1/12/18 04:30,20.5,20
1/12/18 04:35,20.5,20
1/12/18 04:40,20.5,20
1/12/18 04:45,20.5,20
1/12/18 04:50,20.5,20
1/12/18 04:55,20.5,20
1/12/18 05:00,20,20
1/12/18 05:05,20,20
1/12/18 05:10,20,20
1/12/18 05:15,20.5,20
1/12/18 05:20,20.5,20
1/12/18 05:25,20.5,20
1/12/18 05:30,20.5,20
1/12/18 05:35,20.5,20
1/12/18 05:40,20.5,20
1/12/18 05:45,20.5,20
1/12/18 05:50,20.5,20
1/12/18 05:55,20.5,20.5
1/12/18 06:00,20.5,20.5
1/12/18 06:05,20.5,20.5
1/12/18 06:10,20.5,20.5
1/12/18 06:15,20.5,20.5
1/12/18 06:20,21,21
1/12/18 06:25,21,21.5
1/12/18 06:30,20.5,21.5
1/12/18 06:35,20.5,21.5
1/12/18 06:40,20.5,21
1/12/18 06:45,20.5,21
1/12/18 06:50,20.5,21
1/12/18 06:55,20.5,21.5
1/12/18 07:00,20.5,21.5
1/12/18 07:05,20.5,21
1/12/18 07:10,20.5,21
1/12/18 07:15,20.5,21
1/12/18 07:20,20.5,21
1/12/18 07:25,21,21
1/12/18 07:30,21,21
1/12/18 07:35,21,21.5
1/12/18 07:40,21.5,21.5
1/12/18 07:45,21.5,22
1/12/18 07:50,21.5,22
1/12/18 07:55,22,22.5
1/12/18 08:00,22.5,23
1/12/18 08:05,22.5,23.5
1/12/18 08:10,22.5,24
1/12/18 08:15,22.5,24.5
1/12/18 08:20,22.5,25
1/12/18 08:25,23,25.5
1/12/18 08:30,23,25.5
1/12/18 08:35,23.5,26
1/12/18 08:40,23.5,27
1/12/18 08:45,24,28
1/12/18 08:50,24,28
1/12/18 08:55,24.5,28.5
1/12/18 09:00,24.5,28
1/12/18 09:05,25,28
1/12/18 09:10,26.5,28.5
1/12/18 09:15,28,29.5
1/12/18 09:20,29,31
1/12/18 09:25,30,32.5
1/12/18 09:30,31,33
1/12/18 09:35,31.5,33.5
1/12/18 09:40,31,34.5
1/12/18 09:45,33,35
1/12/18 09:50,34.5,37
1/12/18 09:55,36.5,37.5
1/12/18 10:00,37.5,38
1/12/18 10:05,37,39
1/12/18 10:10,38.5,40
1/12/18 10:15,41.5,41.5
1/12/18 10:20,42,41.5
1/12/18 10:25,42.5,42
1/12/18 10:30,43,42.5
1/12/18 10:35,43,43
1/12/18 10:40,43.5,43
1/12/18 10:45,43,43
1/12/18 10:50,43.5,44
1/12/18 10:55,43,43.5
1/12/18 11:00,44.5,44
1/12/18 11:05,43.5,44.5
1/12/18 11:10,46,45.5
1/12/18 11:15,47,45
1/12/18 11:20,47.5,45.5
1/12/18 11:25,47.5,45.5
1/12/18 11:30,47.5,45.5
1/12/18 11:35,47.5,45.5
1/12/18 11:40,45.5,45.5
1/12/18 11:45,47,46.5
1/12/18 11:50,44.5,46.5
1/12/18 11:55,45,47
1/12/18 12:00,48.5,48
1/12/18 12:05,48.5,48
1/12/18 12:10,48.5,47.5
1/12/18 12:15,49,48
1/12/18 12:20,47.5,47.5
1/12/18 12:25,48,48.5
1/12/18 12:30,47.5,48.5
1/12/18 12:35,47.5,49
1/12/18 12:40,48.5,48
1/12/18 12:45,48,48
1/12/18 12:50,48.5,49
1/12/18 12:55,49,49
1/12/18 13:00,48,48.5
1/12/18 13:05,48,48.5
1/12/18 13:10,47.5,48
1/12/18 13:15,45.5,48
1/12/18 13:20,46.5,49.5
1/12/18 13:25,48,49.5
1/12/18 13:30,48,49.5
1/12/18 13:35,46,50.5
1/12/18 13:40,47,49.5
1/12/18 13:45,46.5,49.5
1/12/18 13:50,45.5,50.5
1/12/18 13:55,46.5,47
1/12/18 14:00,46,48
1/12/18 14:05,46,48
1/12/18 14:10,45.5,48
1/12/18 14:15,44.5,48.5
1/12/18 14:20,45,49
1/12/18 14:25,45,50
1/12/18 14:30,43.5,50
1/12/18 14:35,44.5,50
1/12/18 14:40,45,50.5
1/12/18 14:45,45.5,49
1/12/18 14:50,45.5,49
1/12/18 14:55,45.5,48.5
1/12/18 15:00,45.5,48.5
1/12/18 15:05,43,49
1/12/18 15:10,42.5,48.5
1/12/18 15:15,43.5,48
1/12/18 15:20,43,48
1/12/18 15:25,42,47.5
1/12/18 15:30,41.5,46.5
1/12/18 15:35,40.5,46
1/12/18 15:40,39,45.5
1/12/18 15:45,38.5,44.5
1/12/18 15:50,38.5,44
1/12/18 15:55,38.5,44.5
1/12/18 16:00,37.5,44.5
1/12/18 16:05,36.5,44.5
1/12/18 16:10,35.5,43.5
1/12/18 16:15,36.5,43
1/12/18 16:20,36,43
1/12/18 16:25,35.5,43.5
1/12/18 16:30,34.5,43
1/12/18 16:35,34.5,42.5
1/12/18 16:40,34.5,42.5
1/12/18 16:45,34,41.5
1/12/18 16:50,29,40.5
1/12/18 16:55,34,39.5
1/12/18 17:00,32.5,36.5
