"","POVI","Date","HR","Tb_predict","Tb_obs"
"5300","POVI_39","2019-03-05",17,38.4,37.5
"5301","POVI_39","2019-03-05",18,38.1,37
"5302","POVI_39","2019-03-05",19,37.1,36.5
"5303","POVI_39","2019-03-05",20,36.7,35.5
"5304","POVI_43","2019-01-28",10,42.4,36.5
"5305","POVI_43","2019-01-28",11,43.4,41
"5306","POVI_43","2019-01-28",12,43,40
"5307","POVI_43","2019-01-28",13,43.7,40
"5308","POVI_43","2019-01-28",14,44.8,40
"5309","POVI_43","2019-01-28",15,45.2,41
"5310","POVI_43","2019-01-28",16,45.7,41.5
"5311","POVI_43","2019-01-28",17,45.7,41.5
"5312","POVI_43","2019-01-28",18,41.2,42
"5313","POVI_43","2019-01-28",19,38.4,38.5
"5314","POVI_43","2019-01-28",20,36.6,36.5
"5315","POVI_43","2019-01-28",21,35.3,34.5
"5316","POVI_43","2019-01-28",22,34.5,33.5
"5317","POVI_43","2019-01-28",23,33.2,33
"5318","POVI_43","2019-01-29",0,32.3,32
"5319","POVI_43","2019-01-29",1,32,31.5
"5320","POVI_43","2019-01-29",2,31.4,31
"5321","POVI_43","2019-01-29",3,30.6,30.5
"5322","POVI_43","2019-01-29",4,29.1,29.5
"5323","POVI_43","2019-01-29",5,28.3,28
"5324","POVI_43","2019-01-29",6,34.6,27.5
"5325","POVI_43","2019-01-29",7,34.6,32
"5326","POVI_43","2019-01-29",8,40.1,33.5
"5327","POVI_43","2019-01-29",9,40.8,38
"5328","POVI_43","2019-01-29",10,41.1,37
"5329","POVI_43","2019-01-29",11,41.3,38
"5330","POVI_43","2019-01-29",12,41.6,38.5
"5331","POVI_43","2019-01-29",13,42.8,39
"5332","POVI_43","2019-01-29",14,42.2,39
"5333","POVI_43","2019-01-29",15,42.2,39
"5334","POVI_43","2019-01-29",16,40.6,40
"5335","POVI_43","2019-01-29",17,38.2,38
"5336","POVI_43","2019-01-29",18,36.5,36
"5337","POVI_43","2019-01-29",19,35,34.5
"5338","POVI_43","2019-01-29",20,34.1,33
"5339","POVI_43","2019-01-29",21,32.5,32
"5340","POVI_43","2019-01-29",22,31.4,31
"5341","POVI_43","2019-01-29",23,31.2,30
"5342","POVI_43","2019-01-30",0,32.4,29.5
"5343","POVI_43","2019-01-30",1,27.3,30.5
"5344","POVI_43","2019-01-30",2,28.2,26.5
"5345","POVI_43","2019-01-30",3,28.7,27
"5346","POVI_43","2019-01-30",4,28.7,27
"5347","POVI_43","2019-01-30",5,29.2,27
"5348","POVI_43","2019-01-30",6,31.7,28
"5349","POVI_43","2019-01-30",7,33.6,30
"5350","POVI_43","2019-01-30",8,36.3,31.5
"5351","POVI_43","2019-01-30",9,38.5,34
"5352","POVI_43","2019-01-30",10,33.8,35
"5353","POVI_43","2019-01-30",11,40.4,32.5
"5354","POVI_43","2019-01-30",12,39,37.5
"5355","POVI_43","2019-01-30",13,37.8,36.5
"5356","POVI_43","2019-01-30",14,31.4,34.5
"5357","POVI_43","2019-01-30",15,33.5,30.5
"5358","POVI_43","2019-01-30",16,33,31.5
"5359","POVI_43","2019-01-30",17,31.9,30.5
"5360","POVI_43","2019-01-30",18,32.8,30
"5361","POVI_43","2019-01-30",19,28.5,30
"5362","POVI_43","2019-01-30",20,23.4,27
"5363","POVI_43","2019-01-30",21,23.2,23
"5364","POVI_43","2019-01-30",22,22.6,23
"5365","POVI_43","2019-01-30",23,22.2,22
"5366","POVI_43","2019-01-31",0,22.4,21
"5367","POVI_43","2019-01-31",1,22.9,21
"5368","POVI_43","2019-01-31",2,23,21.5
"5369","POVI_43","2019-01-31",3,23.1,21.5
"5370","POVI_43","2019-01-31",4,22.9,21.5
"5371","POVI_43","2019-01-31",5,22.9,21
"5372","POVI_43","2019-01-31",6,25.3,21
"5373","POVI_43","2019-01-31",7,24.9,24.5
"5374","POVI_43","2019-01-31",8,28.9,24
"5375","POVI_43","2019-01-31",9,34.8,28
"5376","POVI_43","2019-01-31",10,41.4,32.5
"5377","POVI_43","2019-01-31",11,39.7,37
"5378","POVI_43","2019-01-31",12,38.8,36.5
"5379","POVI_43","2019-01-31",13,39.4,36
"5380","POVI_43","2019-01-31",14,38.8,36.5
"5381","POVI_43","2019-01-31",15,37.6,36.5
"5382","POVI_43","2019-01-31",16,35.5,35.5
"5383","POVI_43","2019-01-31",17,34.8,34
"5384","POVI_43","2019-01-31",18,32.7,33
"5385","POVI_43","2019-01-31",19,30.8,31
"5386","POVI_43","2019-01-31",20,29.6,29
"5387","POVI_43","2019-01-31",21,28.3,28
"5388","POVI_43","2019-01-31",22,27.9,27
"5389","POVI_43","2019-01-31",23,28.2,26.5
"5390","POVI_43","2019-02-01",0,26.9,26.5
"5391","POVI_43","2019-02-01",1,26.8,26
"5392","POVI_43","2019-02-01",2,27.6,25.5
"5393","POVI_43","2019-02-01",3,27.7,26
"5394","POVI_43","2019-02-01",4,27.8,26
"5395","POVI_43","2019-02-01",5,27.8,26
"5396","POVI_43","2019-02-01",6,28.9,26.5
"5397","POVI_43","2019-02-01",7,30.7,27
"5398","POVI_43","2019-02-01",8,34.1,28.5
"5399","POVI_43","2019-02-01",9,40.6,32
"5400","POVI_43","2019-02-01",10,39.1,37
"5401","POVI_43","2019-02-01",11,38.3,37
"5402","POVI_43","2019-02-01",12,38.7,36
"5403","POVI_43","2019-02-01",13,38.8,36
"5404","POVI_43","2019-02-01",14,39.3,36.5
"5405","POVI_43","2019-02-01",15,39.4,36.5
"5406","POVI_43","2019-02-01",16,39.5,37
"5407","POVI_43","2019-02-01",17,38.2,37
"5408","POVI_43","2019-02-01",18,36.6,36
"5409","POVI_43","2019-02-01",19,35.1,34.5
"5410","POVI_43","2019-02-01",20,34.8,33.5
"5411","POVI_43","2019-02-01",21,35.1,33
"5412","POVI_43","2019-02-01",22,34.5,33
"5413","POVI_43","2019-02-01",23,33.5,32.5
"5414","POVI_43","2019-02-02",0,32.5,31.5
"5415","POVI_43","2019-02-02",1,32,30.5
"5416","POVI_43","2019-02-02",2,30.6,30
"5417","POVI_43","2019-02-02",3,29.4,29
"5418","POVI_43","2019-02-02",4,29.3,28
"5419","POVI_43","2019-02-02",5,29.2,27.5
"5420","POVI_43","2019-02-02",6,30.4,27.5
"5421","POVI_43","2019-02-02",7,35.8,29
"5422","POVI_43","2019-02-02",8,37.7,33
"5423","POVI_43","2019-02-02",9,40.3,35
"5424","POVI_43","2019-02-02",10,40.3,37.5
"5425","POVI_43","2019-02-02",11,40.1,37.5
"5426","POVI_43","2019-02-02",12,40.8,37
"5427","POVI_43","2019-02-02",13,40.9,37.5
"5428","POVI_43","2019-02-02",14,41.1,37.5
"5429","POVI_43","2019-02-02",15,41.2,38
"5430","POVI_43","2019-02-02",16,40.9,38
"5431","POVI_43","2019-02-02",17,37.9,38.5
"5432","POVI_43","2019-02-02",18,35.8,36
"5433","POVI_43","2019-02-02",19,34.4,34
"5434","POVI_43","2019-02-02",20,33.5,32.5
"5435","POVI_43","2019-02-02",21,32.2,31.5
"5436","POVI_43","2019-02-02",22,31.4,30.5
"5437","POVI_43","2019-02-02",23,30,29.5
"5438","POVI_43","2019-02-03",0,29.1,28
"5439","POVI_43","2019-02-03",1,29.8,27.5
"5440","POVI_43","2019-02-03",2,29.3,28
"5441","POVI_43","2019-02-03",3,28.7,27.5
"5442","POVI_43","2019-02-03",4,27.9,27
"5443","POVI_43","2019-02-03",5,27.7,26
"5444","POVI_43","2019-02-03",6,32.7,26
"5445","POVI_43","2019-02-03",7,39,30
"5446","POVI_43","2019-02-03",8,36.3,34
"5447","POVI_43","2019-02-03",9,36.7,34.5
"5448","POVI_43","2019-02-03",10,37.8,34.5
"5449","POVI_43","2019-02-03",11,39,35
"5450","POVI_43","2019-02-03",12,40.3,35.5
"5451","POVI_43","2019-02-03",13,41.2,36.5
"5452","POVI_43","2019-02-03",14,41.6,37
"5453","POVI_43","2019-02-03",15,42,38
"5454","POVI_43","2019-02-03",16,42,38.5
"5455","POVI_43","2019-02-03",17,40.1,38.5
"5456","POVI_43","2019-02-03",18,37,38
"5457","POVI_43","2019-02-03",19,34.5,35
"5458","POVI_43","2019-02-03",20,33.3,33
"5459","POVI_43","2019-02-03",21,31.6,31
"5460","POVI_43","2019-02-03",22,30.8,29.5
"5461","POVI_43","2019-02-03",23,29.7,29
"5462","POVI_43","2019-02-04",0,29.3,28
"5463","POVI_43","2019-02-04",1,28.9,27.5
"5464","POVI_43","2019-02-04",2,27.5,27
"5465","POVI_43","2019-02-04",3,26.6,26
"5466","POVI_43","2019-02-04",4,26.7,25
"5467","POVI_43","2019-02-04",5,26.6,25
"5468","POVI_43","2019-02-04",6,30.4,25
"5469","POVI_43","2019-02-04",7,34.6,30.5
"5470","POVI_43","2019-02-04",8,37.1,33
"5471","POVI_43","2019-02-04",9,39.7,34.5
"5472","POVI_43","2019-02-04",10,39.2,36.5
"5473","POVI_43","2019-02-04",11,42.2,36.5
"5474","POVI_43","2019-02-04",12,41.4,37
"5475","POVI_43","2019-02-04",13,40.7,39
"5476","POVI_43","2019-02-04",14,40.5,38
"5477","POVI_43","2019-02-04",15,40.9,38.5
"5478","POVI_43","2019-02-04",16,40.6,40
"5479","POVI_43","2019-02-04",17,40,40
"5480","POVI_43","2019-02-04",18,36.7,39
"5481","POVI_43","2019-02-04",19,33.8,35
"5482","POVI_43","2019-02-04",20,32.5,32.5
"5483","POVI_43","2019-02-04",21,31.4,31
"5484","POVI_43","2019-02-04",22,30.8,30
"5485","POVI_43","2019-02-04",23,30.2,29.5
"5486","POVI_43","2019-02-05",0,29.5,28.5
"5487","POVI_43","2019-02-05",1,29,28
"5488","POVI_43","2019-02-05",2,27.7,27.5
"5489","POVI_43","2019-02-05",3,28,26.5
"5490","POVI_43","2019-02-05",4,28.3,26.5
"5491","POVI_43","2019-02-05",5,27.5,27
"5492","POVI_43","2019-02-05",6,30,26
"5493","POVI_43","2019-02-05",7,33.9,28
"5494","POVI_43","2019-02-05",8,39.2,31.5
"5495","POVI_43","2019-02-05",9,39.9,34.5
"5496","POVI_43","2019-02-05",10,39.2,36.5
"5497","POVI_43","2019-02-05",11,38.1,35.5
"5498","POVI_43","2019-02-05",12,39,36
"5499","POVI_43","2019-02-05",13,40.3,36.5
"5500","POVI_43","2019-02-05",14,41.2,37.5
"5501","POVI_43","2019-02-05",15,41.3,38
"5502","POVI_43","2019-02-05",16,40,39
"5503","POVI_43","2019-02-05",17,37.9,37
"5504","POVI_43","2019-02-05",18,36.3,35.5
"5505","POVI_43","2019-02-05",19,34.9,34
"5506","POVI_43","2019-02-05",20,34.3,33
"5507","POVI_43","2019-02-05",21,33.9,32.5
"5508","POVI_43","2019-02-05",22,33.5,32
"5509","POVI_43","2019-02-05",23,32.9,31.5
"5510","POVI_43","2019-02-06",0,32.2,31
"5511","POVI_43","2019-02-06",1,31.7,30.5
"5512","POVI_43","2019-02-06",2,31.3,30
"5513","POVI_43","2019-02-06",3,30.7,29.5
"5514","POVI_43","2019-02-06",4,30.5,29
"5515","POVI_43","2019-02-06",5,30.3,29
"5516","POVI_43","2019-02-06",6,31.6,28.5
"5517","POVI_43","2019-02-06",7,35,29.5
"5518","POVI_43","2019-02-06",8,38.5,32.5
"5519","POVI_43","2019-02-06",9,40.9,35.5
"5520","POVI_43","2019-02-06",10,42.2,37
"5521","POVI_43","2019-02-06",11,43.8,37.5
"5522","POVI_43","2019-02-06",12,43.5,40
"5523","POVI_43","2019-02-06",13,43.2,40.5
"5524","POVI_43","2019-02-06",14,42.5,40
"5525","POVI_43","2019-02-06",15,42.9,39.5
"5526","POVI_43","2019-02-06",16,41.1,40
"5527","POVI_43","2019-02-06",17,36,38.5
"5528","POVI_43","2019-02-06",18,34,34
"5529","POVI_43","2019-02-06",19,32.5,32
"5530","POVI_43","2019-02-06",20,31.8,30.5
"5531","POVI_43","2019-02-06",21,31.3,30
"5532","POVI_43","2019-02-06",22,31.4,29.5
"5533","POVI_43","2019-02-06",23,31.4,29.5
"5534","POVI_43","2019-02-07",0,31.4,29.5
"5535","POVI_43","2019-02-07",1,31.4,29.5
"5536","POVI_43","2019-02-07",2,30.2,29.5
"5537","POVI_43","2019-02-07",3,25,28.5
"5538","POVI_43","2019-02-07",4,26,23.5
"5539","POVI_43","2019-02-07",5,27.7,25
"5540","POVI_43","2019-02-07",6,28.7,26
"5541","POVI_43","2019-02-07",7,30.5,26.5
"5542","POVI_43","2019-02-07",8,32.6,28.5
"5543","POVI_43","2019-02-07",9,41.8,30
"5544","POVI_43","2019-02-07",10,43.4,35.5
"5545","POVI_43","2019-02-07",11,38.8,39.5
"5546","POVI_43","2019-02-07",12,38.5,36.5
"5547","POVI_43","2019-02-07",13,39.5,36.5
"5548","POVI_43","2019-02-07",14,40.4,37.5
"5549","POVI_43","2019-02-07",15,40,39
"5550","POVI_43","2019-02-07",16,40.3,38.5
"5551","POVI_43","2019-02-07",17,39.7,39
"5552","POVI_43","2019-02-07",18,37.4,38
"5553","POVI_43","2019-02-07",19,35.3,35.5
"5554","POVI_43","2019-02-07",20,33.9,33.5
"5555","POVI_43","2019-02-07",21,32.2,32
"5556","POVI_43","2019-02-07",22,30.4,30.5
"5557","POVI_43","2019-02-07",23,29.4,29
"5558","POVI_43","2019-02-08",0,28.5,28
"5559","POVI_43","2019-02-08",1,27.1,27
"5560","POVI_43","2019-02-08",2,26.3,25.5
"5561","POVI_43","2019-02-08",3,25.2,24.5
"5562","POVI_43","2019-02-08",4,24.3,24
"5563","POVI_43","2019-02-08",5,23.4,23
"5564","POVI_43","2019-02-08",6,25.7,22
"5565","POVI_43","2019-02-08",7,30,23.5
"5566","POVI_43","2019-02-08",8,35.8,28
"5567","POVI_43","2019-02-08",9,37.7,32.5
"5568","POVI_43","2019-02-08",10,44.5,35
"5569","POVI_43","2019-02-08",11,40.2,40
"5570","POVI_43","2019-02-08",12,40,37.5
"5571","POVI_43","2019-02-08",13,40.7,37.5
"5572","POVI_43","2019-02-08",14,41.5,38.5
"5573","POVI_43","2019-02-08",15,41,38
"5574","POVI_43","2019-02-08",16,41.1,38.5
"5575","POVI_43","2019-02-08",17,40.7,38.5
"5576","POVI_43","2019-02-08",18,39.5,38.5
"5577","POVI_43","2019-02-08",19,36.2,37
"5578","POVI_43","2019-02-08",20,33.7,34.5
"5579","POVI_43","2019-02-08",21,30.9,32
"5580","POVI_43","2019-02-08",22,29.8,29.5
"5581","POVI_43","2019-02-08",23,30.6,28.5
"5582","POVI_43","2019-02-09",0,31.9,29
"5583","POVI_43","2019-02-09",1,30.4,30
"5584","POVI_43","2019-02-09",2,30.2,28.5
"5585","POVI_43","2019-02-09",3,29.4,28
"5586","POVI_43","2019-02-09",4,28,27.5
"5587","POVI_43","2019-02-09",5,27.1,26
"5588","POVI_43","2019-02-09",6,29.3,25.5
"5589","POVI_43","2019-02-09",7,37.7,28
"5590","POVI_43","2019-02-09",8,36.9,35
"5591","POVI_43","2019-02-09",9,41.3,35
"5592","POVI_43","2019-02-09",10,40.8,38.5
"5593","POVI_43","2019-02-09",11,41.1,38
"5594","POVI_43","2019-02-09",12,41.3,38.5
"5595","POVI_43","2019-02-09",13,41.8,38.5
"5596","POVI_43","2019-02-09",14,40.9,39
"5597","POVI_43","2019-02-09",15,40,38
"5598","POVI_43","2019-02-09",16,38.8,37
"5599","POVI_43","2019-02-09",17,37.4,36
"5600","POVI_43","2019-02-09",18,35,35.5
"5601","POVI_43","2019-02-09",19,32.8,33
"5602","POVI_43","2019-02-09",20,31.5,31
"5603","POVI_43","2019-02-09",21,30.2,29.5
"5604","POVI_43","2019-02-09",22,29.1,28.5
"5605","POVI_43","2019-02-09",23,27.8,27
"5606","POVI_43","2019-02-10",0,26.7,26.5
"5607","POVI_43","2019-02-10",1,25.9,25
"5608","POVI_43","2019-02-10",2,24.7,24.5
"5609","POVI_43","2019-02-10",3,24.5,23.5
"5610","POVI_43","2019-02-10",4,23.5,23
"5611","POVI_43","2019-02-10",5,23.5,22
"5612","POVI_43","2019-02-10",6,26.5,22
"5613","POVI_43","2019-02-10",7,27.9,23.5
"5614","POVI_43","2019-02-10",8,30.7,26
"5615","POVI_43","2019-02-10",9,31.9,28
"5616","POVI_43","2019-02-10",10,32.9,29.5
"5617","POVI_43","2019-02-10",11,39.1,32
"5618","POVI_43","2019-02-10",12,38,35.5
"5619","POVI_43","2019-02-10",13,38.6,35.5
"5620","POVI_43","2019-02-10",14,39.3,35
"5621","POVI_43","2019-02-10",15,37.2,35
"5622","POVI_43","2019-02-10",16,37.6,35
"5623","POVI_43","2019-02-10",17,36.6,36
"5624","POVI_43","2019-02-10",18,34.8,35
"5625","POVI_43","2019-02-10",19,32.5,33.5
"5626","POVI_43","2019-02-10",20,31.1,31
"5627","POVI_43","2019-02-10",21,29.1,29.5
"5628","POVI_43","2019-02-10",22,27.7,28
"5629","POVI_43","2019-02-10",23,26.4,26.5
"5630","POVI_43","2019-02-11",0,24.8,25
"5631","POVI_43","2019-02-11",1,22.5,24
"5632","POVI_43","2019-02-11",2,20.8,21.5
"5633","POVI_43","2019-02-11",3,19.8,20
"5634","POVI_43","2019-02-11",4,18.7,19
"5635","POVI_43","2019-02-11",5,17.7,18
"5636","POVI_43","2019-02-11",6,25.7,17
"5637","POVI_43","2019-02-11",7,31,22
"5638","POVI_43","2019-02-11",8,36.2,28
"5639","POVI_43","2019-02-11",9,38.3,32
"5640","POVI_43","2019-02-11",10,38,34
"5641","POVI_43","2019-02-11",11,41.7,35
"5642","POVI_43","2019-02-11",12,39.5,36.5
"5643","POVI_43","2019-02-11",13,42.9,37
"5644","POVI_43","2019-02-11",14,39.9,37
"5645","POVI_43","2019-02-11",15,39.6,37
"5646","POVI_43","2019-02-11",16,39.9,37
"5647","POVI_43","2019-02-11",17,39.2,38
"5648","POVI_43","2019-02-11",18,37.4,37.5
"5649","POVI_43","2019-02-11",19,34,35.5
"5650","POVI_43","2019-02-11",20,31.6,33
"5651","POVI_43","2019-02-11",21,28.7,30.5
"5652","POVI_43","2019-02-11",22,26.7,28
"5653","POVI_43","2019-02-11",23,25,26
"5654","POVI_43","2019-02-12",0,23.5,24.5
"5655","POVI_43","2019-02-12",1,22.5,23
"5656","POVI_43","2019-02-12",2,22.9,22
"5657","POVI_43","2019-02-12",3,22.2,21.5
"5658","POVI_43","2019-02-12",4,23,21
"5659","POVI_43","2019-02-12",5,23.5,21.5
"5660","POVI_43","2019-02-12",6,29.9,22
"5661","POVI_43","2019-02-12",7,34.5,26
"5662","POVI_43","2019-02-12",8,36.6,31
"5663","POVI_43","2019-02-12",9,37.8,34
"5664","POVI_43","2019-02-12",10,41,35.5
"5665","POVI_43","2019-02-12",11,40.1,37
"5666","POVI_43","2019-02-12",12,41.1,37
"5667","POVI_43","2019-02-12",13,42,38
"5668","POVI_43","2019-02-12",14,41.9,39.5
"5669","POVI_43","2019-02-12",15,41.9,39.5
"5670","POVI_43","2019-02-12",16,42.2,39.5
"5671","POVI_43","2019-02-12",17,41.7,40
"5672","POVI_43","2019-02-12",18,39.7,39.5
"5673","POVI_43","2019-02-12",19,36.9,37.5
"5674","POVI_43","2019-02-12",20,34.7,35.5
"5675","POVI_43","2019-02-12",21,32.1,33.5
"5676","POVI_43","2019-02-12",22,30.8,31
"5677","POVI_43","2019-02-12",23,30.4,30
"5678","POVI_43","2019-02-13",0,30.9,29.5
"5679","POVI_43","2019-02-13",1,32.5,29.5
"5680","POVI_43","2019-02-13",2,33,30.5
"5681","POVI_43","2019-02-13",3,32.8,31
"5682","POVI_43","2019-02-13",4,31.6,31
"5683","POVI_43","2019-02-13",5,27.7,29
"5684","POVI_43","2019-02-13",6,26.1,26
"5685","POVI_43","2019-02-13",7,27,24.5
"5686","POVI_43","2019-02-13",8,29.1,25
"5687","POVI_43","2019-02-13",9,31.6,27
"5688","POVI_43","2019-02-13",10,41.4,29
"5689","POVI_43","2019-02-13",11,41.6,36.5
"5690","POVI_43","2019-02-13",12,37.5,36.5
"5691","POVI_43","2019-02-13",13,38.1,36.5
"5692","POVI_43","2019-02-13",14,37.2,36.5
"5693","POVI_43","2019-02-13",15,38,35.5
"5694","POVI_43","2019-02-13",16,35,36.5
"5695","POVI_43","2019-02-13",17,33.3,32
"5696","POVI_43","2019-02-13",18,31,31
"5697","POVI_43","2019-02-13",19,28.9,28.5
"5698","POVI_43","2019-02-13",20,27.5,26.5
"5699","POVI_43","2019-02-13",21,26.1,25
"5700","POVI_43","2019-02-13",22,25,24
"5701","POVI_43","2019-02-13",23,24,23
"5702","POVI_43","2019-02-14",0,23.1,22
"5703","POVI_43","2019-02-14",1,22.4,21
"5704","POVI_43","2019-02-14",2,21.6,20.5
"5705","POVI_43","2019-02-14",3,20.5,19.5
"5706","POVI_43","2019-02-14",4,19.4,18.5
"5707","POVI_43","2019-02-14",5,18.5,17.5
"5708","POVI_43","2019-02-14",6,26,17
"5709","POVI_43","2019-02-14",7,26.1,19.5
"5710","POVI_43","2019-02-14",8,28.5,23
"5711","POVI_43","2019-02-14",9,27.3,24
"5712","POVI_43","2019-02-14",10,30.8,25
"5713","POVI_43","2019-02-14",11,32.2,27.5
"5714","POVI_43","2019-02-14",12,31.9,28.5
"5715","POVI_43","2019-02-14",13,33.1,29.5
"5716","POVI_43","2019-02-14",14,34,31
"5717","POVI_43","2019-02-14",15,34.7,32
"5718","POVI_43","2019-02-14",16,35,33
"5719","POVI_43","2019-02-14",17,34.5,33
"5720","POVI_43","2019-02-14",18,33.1,32.5
"5721","POVI_43","2019-02-14",19,29.8,31
"5722","POVI_43","2019-02-14",20,26.6,28.5
"5723","POVI_43","2019-02-14",21,23.8,25
"5724","POVI_43","2019-02-14",22,22.3,22.5
"5725","POVI_43","2019-02-14",23,21.3,21
"5726","POVI_43","2019-02-15",0,21.6,20
"5727","POVI_43","2019-02-15",1,20.5,20
"5728","POVI_43","2019-02-15",2,20.1,19
"5729","POVI_43","2019-02-15",3,19.7,18.5
"5730","POVI_43","2019-02-15",4,18.8,18
"5731","POVI_43","2019-02-15",5,18.1,17.5
"5732","POVI_43","2019-02-15",6,27.1,17
"5733","POVI_43","2019-02-15",7,31.2,19.5
"5734","POVI_43","2019-02-15",8,33.9,28
"5735","POVI_43","2019-02-15",9,35.1,32
"5736","POVI_43","2019-02-15",10,37.4,33
"5737","POVI_43","2019-02-15",11,39.9,35
"5738","POVI_43","2019-02-15",12,41.9,38
"5739","POVI_43","2019-02-15",13,42.8,39
"5740","POVI_43","2019-02-15",14,43.2,40
"5741","POVI_43","2019-02-15",15,42.5,41
"5742","POVI_43","2019-02-15",16,41.6,40.5
"5743","POVI_43","2019-02-15",17,42.3,39.5
"5744","POVI_43","2019-02-15",18,39.7,38.5
"5745","POVI_43","2019-02-15",19,37.4,37
"5746","POVI_43","2019-02-15",20,36.3,35
"5747","POVI_43","2019-02-15",21,35,34
"5748","POVI_43","2019-02-15",22,33.7,33
"5749","POVI_43","2019-02-15",23,33.1,32
"5750","POVI_43","2019-02-16",0,32.6,31.5
"5751","POVI_43","2019-02-16",1,32.1,31
"5752","POVI_43","2019-02-16",2,31.2,30.5
"5753","POVI_43","2019-02-16",3,29.7,29
"5754","POVI_43","2019-02-16",4,29.3,28
"5755","POVI_43","2019-02-16",5,29.3,27.5
"5756","POVI_43","2019-02-16",6,30.7,27.5
"5757","POVI_43","2019-02-16",7,38,29.5
"5758","POVI_43","2019-02-16",8,37.6,34.5
"5759","POVI_43","2019-02-16",9,40.9,36.5
"5760","POVI_43","2019-02-16",10,42.4,38
"5761","POVI_43","2019-02-16",11,41.9,39
"5762","POVI_43","2019-02-16",12,42.3,38.5
"5763","POVI_43","2019-02-16",13,41.6,39
"5764","POVI_43","2019-02-16",14,41.5,38.5
"5765","POVI_43","2019-02-16",15,40.1,38.5
"5766","POVI_43","2019-02-16",16,42.5,37.5
"5767","POVI_43","2019-02-16",17,41.1,40
"5768","POVI_43","2019-02-16",18,37.5,38.5
"5769","POVI_43","2019-02-16",19,34.9,35.5
"5770","POVI_43","2019-02-16",20,34.5,33.5
"5771","POVI_43","2019-02-16",21,32.9,33
"5772","POVI_43","2019-02-16",22,31.3,31.5
"5773","POVI_43","2019-02-16",23,29.8,30
"5774","POVI_43","2019-02-17",0,28.5,29
"5775","POVI_43","2019-02-17",1,28.6,27.5
"5776","POVI_43","2019-02-17",2,29.3,27.5
"5777","POVI_43","2019-02-17",3,28.8,28
"5778","POVI_43","2019-02-17",4,26.1,27.5
"5779","POVI_43","2019-02-17",5,25.1,25.5
"5780","POVI_43","2019-02-17",6,28.1,24.5
"5781","POVI_43","2019-02-17",7,33,26.5
"5782","POVI_43","2019-02-17",8,35.3,32.5
"5783","POVI_43","2019-02-17",9,39,35
"5784","POVI_43","2019-02-17",10,40.2,36
"5785","POVI_43","2019-02-17",11,40.5,36.5
"5786","POVI_43","2019-02-17",12,40.9,37
"5787","POVI_43","2019-02-17",13,41.8,37.5
"5788","POVI_43","2019-02-17",14,41.5,38.5
"5789","POVI_43","2019-02-17",15,41.4,38.5
"5790","POVI_43","2019-02-17",16,40.7,38.5
"5791","POVI_43","2019-02-17",17,38.1,37.5
"5792","POVI_43","2019-02-17",18,37.1,36
"5793","POVI_43","2019-02-17",19,33.9,35.5
"5794","POVI_43","2019-02-17",20,32.7,32.5
"5795","POVI_43","2019-02-17",21,30.8,31.5
"5796","POVI_43","2019-02-17",22,29.5,29.5
"5797","POVI_43","2019-02-17",23,27,28
"5798","POVI_43","2019-02-18",0,25.4,26
"5799","POVI_43","2019-02-18",1,26.3,24.5
"5800","POVI_43","2019-02-18",2,24.8,25
"5801","POVI_43","2019-02-18",3,23.5,24
"5802","POVI_43","2019-02-18",4,22.6,22.5
"5803","POVI_43","2019-02-18",5,23.3,22
"5804","POVI_43","2019-02-18",6,27.1,22
"5805","POVI_43","2019-02-18",7,35.7,25
"5806","POVI_43","2019-02-18",8,36.8,33
"5807","POVI_43","2019-02-18",9,41.6,34.5
"5808","POVI_43","2019-02-18",10,40.9,39.5
"5809","POVI_43","2019-02-18",11,40.9,38
"5810","POVI_43","2019-02-18",12,41,38
"5811","POVI_43","2019-02-18",13,40.9,38
"5812","POVI_43","2019-02-18",14,40.9,38
"5813","POVI_43","2019-02-18",15,40.8,38
"5814","POVI_43","2019-02-18",16,40.9,38
"5815","POVI_43","2019-02-18",17,41.5,38
"5816","POVI_43","2019-02-18",18,40.7,40.5
"5817","POVI_43","2019-02-18",19,36.2,39
"5818","POVI_43","2019-02-18",20,32.5,35
"5819","POVI_43","2019-02-18",21,30.4,31.5
"5820","POVI_43","2019-02-18",22,29.2,29.5
"5821","POVI_43","2019-02-18",23,27.5,28.5
"5822","POVI_43","2019-02-19",0,29.1,27
"5823","POVI_43","2019-02-19",1,30,28
"5824","POVI_43","2019-02-19",2,27.2,28.5
"5825","POVI_43","2019-02-19",3,29,26.5
"5826","POVI_43","2019-02-19",4,28.8,28
"5827","POVI_43","2019-02-19",5,26.7,27.5
"5828","POVI_43","2019-02-19",6,28.1,26
"5829","POVI_43","2019-02-19",7,34.1,29.5
"5830","POVI_43","2019-02-19",8,37.2,37
"5831","POVI_43","2019-02-19",9,38.2,35
"5832","POVI_43","2019-02-19",10,39,35.5
"5833","POVI_43","2019-02-19",11,40.5,35.5
"5834","POVI_43","2019-02-19",12,41.5,36.5
"5835","POVI_43","2019-02-19",13,42.2,37
"5836","POVI_43","2019-02-19",14,42.7,37.5
"5837","POVI_43","2019-02-19",15,43.1,38
"5838","POVI_43","2019-02-19",16,43,38.5
"5839","POVI_43","2019-02-19",17,42.7,39
"5840","POVI_43","2019-02-19",18,39.7,39
"5841","POVI_43","2019-02-19",19,36.8,37.5
"5842","POVI_43","2019-02-19",20,35.1,35
